INFO:root:6006000
INFO:root:6006000
INFO:root:No: 1	GFLOPS: 1.33/1.33	result: MeasureResult(costs=(0.153770785, 0.153987047, 0.154272392), error_no=0, all_cost=2.931459903717041, timestamp=1529035040.830899)	[('tile_y', [128, 98, 2, 1]), ('tile_x', [64, 32, 2, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 512), ('unroll_explicit', 0)],,x768601cb,1040642
INFO:root:No: 406	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:47] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:47] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5579860210418701, timestamp=1529035247.624538)	[('tile_y', [7, 4, 2, 448]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2088
INFO:root:No: 407	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:48] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:48] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6181240081787109, timestamp=1529035248.251363)	[('tile_y', [16, 49, 16, 2]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2662
INFO:root:No: 408	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:48] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:48] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6251280307769775, timestamp=1529035248.885176)	[('tile_y', [16, 49, 16, 2]), ('tile_x', [256, 16, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,9262
INFO:root:No: 409	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:49] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:49] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5091650485992432, timestamp=1529035249.40304)	[('tile_y', [56, 2, 224, 1]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2464
INFO:root:No: 410	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:49] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:49] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5211560726165771, timestamp=1529035249.932918)	[('tile_y', [4, 2, 392, 8]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1138
INFO:root:No: 411	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008958101272583008, timestamp=1529035249.950598)	[('tile_y', [1, 14, 256, 7]), ('tile_x', [128, 32, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,11968
INFO:root:No: 412	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:50] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:50] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5630970001220703, timestamp=1529035250.514054)	[('tile_y', [128, 1, 2, 98]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1816
INFO:root:No: 413	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:51] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:51] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6389031410217285, timestamp=1529035251.161673)	[('tile_y', [28, 14, 1, 64]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3952
INFO:root:No: 414	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:51] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:51] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6591079235076904, timestamp=1529035251.829491)	[('tile_y', [448, 4, 2, 7]), ('tile_x', [512, 8, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,7438
INFO:root:No: 415	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008824825286865234, timestamp=1529035251.84703)	[('tile_y', [1, 8, 16, 196]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,4180
INFO:root:No: 416	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:52] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:52] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.595412015914917, timestamp=1529035252.442802)	[('tile_y', [7, 32, 8, 14]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3414
INFO:root:No: 417	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:52] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:52] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5420329570770264, timestamp=1529035252.99419)	[('tile_y', [16, 1, 8, 196]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1972
INFO:root:No: 418	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:53] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:53] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5513639450073242, timestamp=1529035253.554304)	[('tile_y', [16, 1, 224, 7]), ('tile_x', [256, 16, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,9760
INFO:root:No: 419	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:54] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:54] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.595858097076416, timestamp=1529035254.158899)	[('tile_y', [16, 8, 4, 49]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1630
INFO:root:No: 420	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:54] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:54] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6150708198547363, timestamp=1529035254.782744)	[('tile_y', [56, 2, 4, 56]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,6090
INFO:root:No: 421	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.00831913948059082, timestamp=1529035254.799776)	[('tile_y', [1, 448, 4, 14]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,5596
INFO:root:No: 422	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:55] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:55] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5671942234039307, timestamp=1529035255.367288)	[('tile_y', [7, 2, 16, 112]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1900
INFO:root:No: 423	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:55] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:55] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5550200939178467, timestamp=1529035255.931013)	[('tile_y', [7, 16, 7, 32]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3760
INFO:root:No: 424	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:56] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:56] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5261478424072266, timestamp=1529035256.465859)	[('tile_y', [64, 7, 28, 2]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,472
INFO:root:No: 425	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.010497093200683594, timestamp=1529035256.485033)	[('tile_y', [2, 14, 8, 112]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,6292
INFO:root:No: 426	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:57] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:57] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5725140571594238, timestamp=1529035257.05799)	[('tile_y', [8, 49, 2, 32]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1540
INFO:root:No: 427	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:57] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:57] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5225448608398438, timestamp=1529035257.589316)	[('tile_y', [56, 2, 32, 7]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,924
INFO:root:No: 428	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:58] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:58] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5870459079742432, timestamp=1529035258.185051)	[('tile_y', [224, 14, 4, 2]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,4786
INFO:root:No: 429	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:58] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:58] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6795518398284912, timestamp=1529035258.873308)	[('tile_y', [128, 4, 1, 49]), ('tile_x', [128, 32, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,12610
INFO:root:No: 430	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:59] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:59] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.547025203704834, timestamp=1529035259.429006)	[('tile_y', [14, 7, 2, 128]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,4126
INFO:root:No: 431	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008347034454345703, timestamp=1529035259.446037)	[('tile_y', [2, 32, 7, 56]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1704
INFO:root:No: 432	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:00:59] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:00:59] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5495328903198242, timestamp=1529035259.995879)	[('tile_y', [7, 28, 2, 64]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1764
INFO:root:No: 433	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:00] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:00] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.7699542045593262, timestamp=1529035260.775051)	[('tile_y', [14, 64, 4, 7]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3064
INFO:root:No: 434	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:01] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:01] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.630295991897583, timestamp=1529035261.414053)	[('tile_y', [224, 16, 1, 7]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3022
INFO:root:No: 435	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:01] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:01] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5155661106109619, timestamp=1529035261.938385)	[('tile_y', [3136, 2, 4, 1]), ('tile_x', [512, 8, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,6658
INFO:root:No: 436	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:02] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:02] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6520118713378906, timestamp=1529035262.599088)	[('tile_y', [14, 4, 8, 56]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1708
INFO:root:No: 437	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:03] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:03] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5923049449920654, timestamp=1529035263.200362)	[('tile_y', [28, 32, 14, 2]), ('tile_x', [128, 32, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,11446
INFO:root:No: 438	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:03] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:03] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.535423994064331, timestamp=1529035263.744487)	[('tile_y', [14, 2, 32, 28]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1492
INFO:root:No: 439	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:04] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:04] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5380170345306396, timestamp=1529035264.291214)	[('tile_y', [196, 2, 2, 32]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,1534
INFO:root:No: 440	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008330821990966797, timestamp=1529035264.308256)	[('tile_y', [2, 2, 8, 784]), ('tile_x', [256, 16, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,10930
INFO:root:No: 441	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:04] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:04] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6850130558013916, timestamp=1529035264.993588)	[('tile_y', [16, 392, 2, 2]), ('tile_x', [1024, 4, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,4774
INFO:root:No: 442	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008771181106567383, timestamp=1529035265.011037)	[('tile_y', [1, 7, 14, 256]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,4246
INFO:root:No: 443	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:06] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:06] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=1.0007131099700928, timestamp=1529035266.012114)	[('tile_y', [4, 112, 28, 2]), ('tile_x', [256, 16, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,9280
INFO:root:No: 444	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:06] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:06] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.718609094619751, timestamp=1529035266.739401)	[('tile_y', [7, 16, 28, 8]), ('tile_x', [256, 16, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,9888
INFO:root:No: 445	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.008967876434326172, timestamp=1529035266.757072)	[('tile_y', [2, 8, 56, 28]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3700
INFO:root:No: 446	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:07] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:07] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.6093881130218506, timestamp=1529035267.366816)	[('tile_y', [14, 128, 7, 2]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2614
INFO:root:No: 447	GFLOPS: 0.00/18.04	result: MeasureResult(costs=(TVMError('TVMCall CFunc Error:\nTraceback (most recent call last):\n  File "/home/jian/tvm/python/tvm/_ffi/_ctypes/function.py", line 54, in cfun\n    rv = local_pyfunc(*pyargs)\n  File "/home/jian/autotvm/python/autotvm/measure/measure_methods.py", line 266, in verify_pass\n    raise InstantiationError("invalid cuda kernel")\nInstantiationError: invalid cuda kernel\n',),), error_no=2, all_cost=0.00829315185546875, timestamp=1529035267.383805)	[('tile_y', [1, 56, 16, 28]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,3684
INFO:root:No: 448	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:07] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:07] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5428950786590576, timestamp=1529035267.927012)	[('tile_y', [28, 16, 14, 4]), ('tile_x', [4096, 1, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,700
INFO:root:No: 449	GFLOPS: 0.00/18.04	result: MeasureResult(costs=RuntimeError('[21:01:08] /home/jian/tvm/src/runtime/module_util.cc:52: Check failed: ret == 0 (-1 vs. 0) [21:01:08] /home/jian/tvm/src/runtime/cuda/cuda_module.cc:195: CUDALaunch Error: CUDA_ERROR_OUT_OF_MEMORY',), error_no=4, all_cost=0.5785441398620605, timestamp=1529035268.515135)	[('tile_y', [56, 14, 8, 4]), ('tile_x', [2048, 2, 1, 1]), ('tile_r', [1, 1, 1]), ('auto_unroll_max_step', 0), ('unroll_explicit', 0)],,x768601cb,2884
